21
0, 11, (3249,  3140,  2977)
1, 12, (3249,  3140,  2977)
2, 12, (3249,  3140,  2977)
3, 12, (3249,  3140,  2977)
4, 12, (3249,  3140,  2977)
5, 12, (3249,  3140,  2977)
6, 12, (3249,  3140,  2977)
7, 12, (3249,  3140,  2977)
8, 12, (3249,  3140,  2977)
9, 12, (3249,  3140,  2977)
10, 13, (3249,  3140,  2977)
11, 13, (3249,  3140,  2977)
12, 13, (3249,  3140,  2977)
13, 13, (3249,  3140,  2977)
14, 13, (3249,  3140,  2977)
15, 13, (3249,  3140,  2977)
16, 13, (3249,  3140,  2977)
17, 11, (3881,  3365)
18, 12, (3249,  3140,  2977)
19, 12, (3249,  3140,  2977)
20, 13, (3249,  3140,  2977)
21, 13, (3249,  3140,  2977)
22, 12, (3249,  3140,  2977)
23, 14, (3249,  3140,  2977)
24, 12, (3881,  3365)
25, 13, (3249,  3140,  2977)
26, 12, (3249,  3140,  2977)
27, 12, (3249,  3140,  2977)
28, 12, (3249,  3140,  2977)
29, 14, (3249,  3140,  2977)
30, 14, (3249,  3140,  2977)
31, 12, (3249,  3140,  2977)
32, 14, (3249,  3140,  2977)
33, 13, (3249,  3140,  2977)
34, 14, (3249,  3140,  2977)
35, 14, (3249,  3140,  2977)
36, 13, (3249,  3140,  2977)
37, 14, (3249,  3140,  2977)
38, 12, (3249,  3140,  2977)
39, 15, (3249,  3140,  2977)
40, 12, (3881,  3365)
41, 13, (3249,  3140,  2977)
42, 12, (3249,  3140,  2977)
43, 12, (3249,  3140,  2977)
44, 12, (3249,  3140,  2977)
45, 13, (3249,  3140,  2977)
46, 12, (3249,  3140,  2977)
47, 13, (3881,  3365)
48, 13, (3249,  3140,  2977)
49, 12, (3249,  3140,  2977)
50, 14, (3249,  3140,  2977)
51, 14, (3249,  3140,  2977)
52, 13, (3249,  3140,  2977)
53, 13, (3249,  3140,  2977)
54, 13, (3249,  3140,  2977)
55, 12, (3249,  3140,  2977)
56, 13, (3249,  3140,  2977)
57, 13, (3249,  3140,  2977)
58, 14, (3249,  3140,  2977)
59, 15, (3249,  3140,  2977)
60, 13, (3249,  3140,  2977)
61, 13, (3249,  3140,  2977)
62, 13, (3249,  3140,  2977)
63, 13, (3249,  3140,  2977)
64, 13, (3249,  3140,  2977)
65, 14, (3249,  3140,  2977)
66, 14, (3249,  3140,  2977)
67, 14, (3249,  3140,  2977)
68, 15, (3249,  3140,  2977)
69, 13, (3249,  3140,  2977)
70, 12, (3249,  3140,  2977)
71, 13, (3249,  3140,  2977)
72, 13, (3249,  3140,  2977)
73, 14, (3249,  3140,  2977)
74, 14, (3249,  3140,  2977)
75, 15, (3249,  3140,  2977)
76, 12, (3249,  3140,  2977)
77, 13, (3881,  3365)
78, 15, (3249,  3140,  2977)
79, 14, (3249,  3140,  2977)
80, 14, (3249,  3140,  2977)
81, 13, (3249,  3140,  2977)
82, 15, (3249,  3140,  2977)
83, 13, (3249,  3140,  2977)
84, 13, (3249,  3140,  2977)
85, 13, (3249,  3140,  2977)
86, 14, (3249,  3140,  2977)
87, 12, (3249,  3140,  2977)
88, 16, (3249,  3140,  2977)
89, 14, (3249,  3140,  2977)
90, 14, (3249,  3140,  2977)
91, 14, (3249,  3140,  2977)
92, 14, (3249,  3140,  2977)
93, 14, (3249,  3140,  2977)
94, 13, (3249,  3140,  2977)
95, 12, (3249,  3140,  2977)
96, 13, (3249,  3140,  2977)
97, 13, (3249,  3140,  2977)
98, 15, (3249,  3140,  2977)
99, 14, (3249,  3140,  2977)
100, 13, (3249,  3140,  2977)
101, 13, (3249,  3140,  2977)
102, 12, (3249,  3140,  2977)
103, 12, (3249,  3140,  2977)
104, 15, (3249,  3140,  2977)
105, 12, (3249,  3140,  2977)
106, 13, (3249,  3140,  2977)
107, 12, (3249,  3140,  2977)
108, 12, (3249,  3140,  2977)
109, 15, (3249,  3140,  2977)
110, 14, (3249,  3140,  2977)
111, 14, (3249,  3140,  2977)
112, 13, (3249,  3140,  2977)
113, 13, (3249,  3140,  2977)
114, 14, (3249,  3140,  2977)
115, 15, (3249,  3140,  2977)
116, 13, (3249,  3140,  2977)
117, 15, (3249,  3140,  2977)
118, 12, (3249,  3140,  2977)
119, 14, (3249,  3140,  2977)
120, 12, (3249,  3140,  2977)
121, 12, (3249,  3140,  2977)
122, 14, (3881,  3365)
123, 13, (3249,  3140,  2977)
124, 15, (3249,  3140,  2977)
125, 14, (3249,  3140,  2977)
126, 16, (3249,  3140,  2977)
127, 14, (3249,  3140,  2977)
128, 13, (3249,  3140,  2977)
129, 13, (3249,  3140,  2977)
130, 14, (3249,  3140,  2977)
131, 13, (3249,  3140,  2977)
132, 12, (3249,  3140,  2977)
133, 13, (3249,  3140,  2977)
134, 13, (3249,  3140,  2977)
135, 12, (3249,  3140,  2977)
136, 13, (3249,  3140,  2977)
137, 13, (3249,  3140,  2977)
138, 12, (3249,  3140,  2977)
139, 16, (3249,  3140,  2977)
140, 12, (3249,  3140,  2977)
141, 14, (3249,  3140,  2977)
142, 12, (3249,  3140,  2977)
143, 15, (3249,  3140,  2977)
144, 13, (3249,  3140,  2977)
145, 12, (3249,  3140,  2977)
146, 13, (3249,  3140,  2977)
147, 13, (3881,  3365)
148, 13, (3249,  3140,  2977)
149, 16, (3249,  3140,  2977)
150, 13, (3249,  3140,  2977)
151, 14, (3249,  3140,  2977)
152, 13, (3249,  3140,  2977)
153, 13, (3249,  3140,  2977)
154, 15, (3249,  3140,  2977)
155, 13, (3249,  3140,  2977)
156, 12, (3249,  3140,  2977)
157, 13, (3249,  3140,  2977)
158, 13, (3249,  3140,  2977)
159, 14, (3249,  3140,  2977)
160, 16, (3249,  3140,  2977)
161, 16, (3249,  3140,  2977)
162, 15, (3249,  3140,  2977)
163, 16, (3249,  3140,  2977)
164, 13, (3249,  3140,  2977)
165, 13, (3249,  3140,  2977)
166, 16, (3249,  3140,  2977)
167, 12, (3249,  3140,  2977)
168, 14, (3249,  3140,  2977)
169, 13, (3249,  3140,  2977)
170, 12, (3249,  3140,  2977)
171, 14, (3249,  3140,  2977)
172, 14, (3249,  3140,  2977)
173, 14, (3249,  3140,  2977)
174, 13, (3249,  3140,  2977)
175, 14, (3249,  3140,  2977)
176, 15, (3249,  3140,  2977)
177, 15, (3249,  3140,  2977)
178, 13, (3249,  3140,  2977)
179, 15, (3249,  3140,  2977)
180, 12, (3249,  3140,  2977)
181, 16, (3249,  3140,  2977)
182, 14, (3249,  3140,  2977)
183, 14, (3249,  3140,  2977)
184, 13, (3249,  3140,  2977)
185, 14, (3249,  3140,  2977)
186, 14, (3249,  3140,  2977)
187, 13, (3249,  3140,  2977)
188, 15, (3249,  3140,  2977)
189, 14, (3249,  3140,  2977)
190, 13, (3881,  3365)
191, 14, (3249,  3140,  2977)
192, 14, (3249,  3140,  2977)
193, 15, (3249,  3140,  2977)
194, 14, (3249,  3140,  2977)
195, 13, (3249,  3140,  2977)
196, 12, (3249,  3140,  2977)
197, 13, (3249,  3140,  2977)
198, 16, (3249,  3140,  2977)
199, 14, (3249,  3140,  2977)
200, 12, (3249,  3140,  2977)
201, 13, (3249,  3140,  2977)
202, 14, (3249,  3140,  2977)
203, 15, (3249,  3140,  2977)
204, 15, (3249,  3140,  2977)
205, 13, (3249,  3140,  2977)
206, 14, (3249,  3140,  2977)
207, 17, (3249,  3140,  2977)
208, 13, (3881,  3365)
209, 13, (3249,  3140,  2977)
210, 14, (3249,  3140,  2977)
211, 16, (3249,  3140,  2977)
212, 14, (3881,  3365)
213, 15, (3249,  3140,  2977)
214, 13, (3249,  3140,  2977)
215, 15, (3249,  3140,  2977)
216, 13, (3249,  3140,  2977)
217, 13, (3249,  3140,  2977)
218, 14, (3249,  3140,  2977)
219, 15, (3249,  3140,  2977)
220, 13, (3249,  3140,  2977)
221, 15, (3249,  3140,  2977)
222, 12, (3249,  3140,  2977)
223, 14, (3249,  3140,  2977)
224, 12, (3249,  3140,  2977)
225, 14, (3249,  3140,  2977)
226, 14, (3249,  3140,  2977)
227, 13, (3249,  3140,  2977)
228, 14, (3249,  3140,  2977)
229, 13, (3249,  3140,  2977)
230, 15, (3249,  3140,  2977)
231, 14, (3249,  3140,  2977)
232, 15, (3249,  3140,  2977)
233, 15, (3249,  3140,  2977)
234, 15, (3249,  3140,  2977)
235, 16, (3249,  3140,  2977)
236, 13, (3249,  3140,  2977)
237, 12, (3249,  3140,  2977)
238, 13, (3249,  3140,  2977)
239, 12, (3249,  3140,  2977)
