12000
0	1
0	2
1	2
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	4
12	4
13	0
14	4
15	2
16	0
17	6
18	0
19	1
20	4
21	0
22	12
23	0
24	0
25	0
26	0
27	6
28	0
29	3
30	0
31	2
32	22
33	7
34	18
35	19
36	1
37	18
38	19
39	4
40	16
41	3
42	18
43	0
44	1
45	6
46	0
47	0
48	37
49	18
50	4
51	6
52	20
53	4
54	3
55	1
56	2
57	48
58	0
59	41
60	41
61	19
62	0
63	18
64	2
65	7
66	2
67	27
68	38
69	2
70	39
71	0
72	0
73	53
74	0
75	19
76	18
77	17
78	48
79	0
80	4
81	2
82	61
83	72
84	56
85	1
86	0
87	30
88	16
89	58
90	21
91	41
92	0
93	51
94	83
95	37
96	2
97	62
98	35
99	58
100	2
101	2
102	12
103	72
104	0
105	95
106	2
107	22
108	71
109	12
110	4
111	3
112	2
113	19
114	28
115	11
116	58
117	18
118	43
119	0
120	3
121	2
122	0
123	0
124	19
125	40
126	7
127	90
128	72
129	2
130	0
131	64
132	65
133	52
134	12
135	19
136	20
137	64
138	41
139	59
140	19
141	19
142	58
143	22
144	29
145	84
146	42
147	37
148	49
149	2
150	12
151	13
152	16
153	20
154	58
155	89
156	9
157	115
158	136
159	12
160	12
161	12
162	10
163	59
164	19
165	58
166	74
167	144
168	100
169	4
170	34
171	76
172	151
173	0
174	78
175	0
176	12
177	2
178	89
179	40
180	41
181	48
182	0
183	144
184	144
185	19
186	58
187	76
188	61
189	171
190	104
191	19
192	44
193	124
194	18
195	92
196	111
197	4
198	167
199	166
200	52
201	35
202	12
203	0
204	130
205	11
206	106
207	12
208	10
209	0
210	18
211	2
212	151
213	49
214	156
215	2
216	133
217	101
218	36
219	31
220	170
221	143
222	213
223	130
224	214
225	172
226	49
227	25
228	57
229	43
230	0
231	64
232	2
233	39
234	148
235	148
236	101
237	7
238	19
239	10
240	130
241	62
242	22
243	0
244	12
245	209
246	6
247	78
248	192
249	0
250	103
251	209
252	162
253	136
254	44
255	184
256	64
257	53
258	166
259	221
260	62
261	217
262	60
263	35
264	216
265	49
266	109
267	200
268	154
269	58
270	156
271	10
272	122
273	139
274	256
275	137
276	19
277	213
278	23
279	0
280	0
281	0
282	134
283	17
284	18
285	133
286	144
287	127
288	138
289	11
290	42
291	11
292	9
293	156
294	257
295	110
296	43
297	113
298	230
299	56
300	148
301	156
302	258
303	82
304	261
305	248
306	56
307	181
308	269
309	35
310	42
311	71
312	0
313	18
314	0
315	171
316	19
317	7
318	181
319	143
320	265
321	204
322	41
323	62
324	313
325	181
326	0
327	56
328	192
329	18
330	41
331	42
332	0
333	318
334	23
335	78
336	6
337	12
338	111
339	19
340	96
341	154
342	1
343	18
344	137
345	2
346	194
347	84
348	162
349	19
350	180
351	130
352	103
353	105
354	293
355	74
356	114
357	134
358	59
359	113
360	260
361	141
362	303
363	2
364	65
365	274
366	3
367	59
368	6
369	161
370	2
371	32
372	28
373	220
374	62
375	0
376	341
377	35
378	113
379	329
380	35
381	296
382	3
383	53
384	89
385	7
386	19
387	102
388	0
389	19
390	19
391	216
392	0
393	2
394	385
395	12
396	18
397	252
398	138
399	74
400	103
401	119
402	7
403	0
404	0
405	171
406	320
407	33
408	75
409	164
410	60
411	0
412	138
413	58
414	34
415	178
416	52
417	19
418	19
419	101
420	0
421	19
422	270
423	4
424	0
425	296
426	404
427	99
428	144
429	11
430	4
431	10
432	84
433	201
434	120
435	68
436	2
437	89
438	110
439	130
440	216
441	0
442	374
443	1
444	19
445	4
446	19
447	90
448	428
449	48
450	17
451	219
452	236
453	271
454	40
455	315
456	6
457	447
458	16
459	390
460	56
461	143
462	41
463	130
464	2
465	321
466	95
467	0
468	136
469	133
470	310
471	239
472	19
473	89
474	0
475	3
476	343
477	411
478	326
479	300
480	6
481	102
482	58
483	96
484	380
485	78
486	414
487	198
488	161
489	156
490	120
491	303
492	42
493	111
494	27
495	251
496	142
497	2
498	274
499	18
500	4
501	114
502	180
503	318
504	253
505	46
506	371
507	40
508	111
509	7
510	249
511	428
512	230
513	120
514	288
515	214
516	115
517	329
518	52
519	12
520	281
521	506
522	49
523	60
524	35
525	39
526	488
527	12
528	249
529	19
530	31
531	19
532	386
533	75
534	419
535	49
536	192
537	0
538	173
539	131
540	14
541	23
542	347
543	351
544	19
545	99
546	410
547	56
548	180
549	6
550	221
551	0
552	178
553	503
554	101
555	14
556	21
557	61
558	309
559	313
560	535
561	43
562	76
563	84
564	474
565	12
566	216
567	47
568	10
569	10
570	274
571	327
572	275
573	0
574	30
575	159
576	344
577	4
578	113
579	149
580	359
581	4
582	311
583	7
584	64
585	19
586	76
587	132
588	86
589	2
590	43
591	35
592	18
593	98
594	281
595	362
596	366
597	111
598	1
599	75
600	578
601	414
602	219
603	17
604	528
605	129
606	178
607	522
608	459
609	18
610	53
611	22
612	129
613	192
614	183
615	12
616	401
617	221
618	122
619	19
620	108
621	219
622	10
623	443
624	8
625	339
626	220
627	18
628	137
629	51
630	78
631	164
632	200
633	171
634	497
635	545
636	27
637	134
638	329
639	40
640	21
641	565
642	182
643	62
644	578
645	145
646	91
647	339
648	401
649	190
650	259
651	624
652	291
653	271
654	147
655	22
656	131
657	346
658	3
659	16
660	265
661	2
662	89
663	171
664	124
665	18
666	0
667	42
668	110
669	454
670	49
671	242
672	90
673	2
674	180
675	34
676	2
677	381
678	575
679	111
680	18
681	130
682	0
683	162
684	550
685	444
686	556
687	0
688	469
689	198
690	576
691	35
692	34
693	19
694	670
695	445
696	7
697	19
698	0
699	661
700	100
701	183
702	0
703	602
704	17
705	696
706	2
707	317
708	380
709	492
710	109
711	199
712	172
713	164
714	347
715	249
716	41
717	138
718	428
719	75
720	672
721	450
722	18
723	18
724	344
725	87
726	18
727	48
728	19
729	0
730	512
731	92
732	633
733	258
734	110
735	346
736	53
737	548
738	525
739	473
740	16
741	459
742	46
743	7
744	309
745	696
746	62
747	47
748	45
749	133
750	137
751	23
752	124
753	38
754	19
755	454
756	445
757	416
758	98
759	565
760	252
761	24
762	401
763	258
764	62
765	527
766	122
767	78
768	732
769	173
770	76
771	317
772	380
773	47
774	708
775	96
776	122
777	492
778	22
779	12
780	95
781	283
782	500
783	551
784	19
785	12
786	321
787	180
788	18
789	182
790	19
791	517
792	130
793	104
794	506
795	514
796	537
797	18
798	159
799	377
800	188
801	7
802	18
803	184
804	661
805	444
806	576
807	222
808	162
809	106
810	12
811	260
812	349
813	473
814	265
815	180
816	12
817	554
818	198
819	49
820	0
821	58
822	19
823	41
824	18
825	129
826	807
827	18
828	16
829	2
830	84
831	499
832	732
833	274
834	79
835	41
836	397
837	65
838	4
839	574
840	62
841	395
842	78
843	32
844	0
845	134
846	114
847	542
848	165
849	2
850	212
851	72
852	12
853	3
854	47
855	86
856	3
857	10
858	0
859	226
860	19
861	573
862	445
863	32
864	377
865	3
866	56
867	89
868	380
869	700
870	134
871	799
872	390
873	2
874	308
875	12
