128
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
-0.221232,0
-0.642040,0
1.000000,0
1.260074,0
-1.396802,0
-1.396802,0
1.260074,0
1.000000,0
-0.642040,0
-0.221232,0
