10000	
0	1
1	2
2	0
3	0
4	1
5	1
6	5
7	0
8	1
9	8
10	1
11	8
12	1
13	9
14	12
15	0
16	1
17	1
18	9
19	1
20	8
21	0
22	1
23	5
24	5
25	13
26	0
27	12
28	8
29	1
30	18
31	20
32	6
33	0
34	8
35	0
36	14
37	12
38	8
39	12
40	17
41	30
42	17
43	18
44	24
45	9
46	6
47	14
48	1
49	1
50	34
51	44
52	8
53	6
54	24
55	44
56	10
57	32
58	6
59	52
60	8
61	12
62	11
63	0
64	31
65	25
66	0
67	9
68	40
69	34
70	34
71	59
72	69
73	0
74	0
75	69
76	50
77	31
78	52
79	6
80	10
81	49
82	8
83	52
84	23
85	1
86	16
87	57
88	25
89	67
90	6
91	50
92	1
93	8
94	50
95	1
96	6
97	76
98	16
99	50
100	0
101	74
102	8
103	61
104	52
105	50
106	4
107	91
108	16
109	1
110	0
111	110
112	52
113	106
114	25
115	40
116	101
117	11
118	0
119	42
120	62
121	72
122	25
123	0
124	52
125	0
126	89
127	11
128	6
129	16
130	54
131	4
132	76
133	44
134	81
135	0
136	16
137	1
138	9
139	8
140	10
141	53
142	10
143	130
144	42
145	115
146	75
147	1
148	90
149	101
150	5
151	0
152	67
153	115
154	54
155	44
156	8
157	59
158	16
159	72
160	12
161	91
162	5
163	75
164	112
165	124
166	0
167	50
168	8
169	69
170	157
171	5
172	35
173	104
174	12
175	157
176	42
177	16
178	16
179	164
180	25
181	48
182	59
183	9
184	106
185	40
186	8
187	131
188	183
189	6
190	8
191	59
192	77
193	25
194	109
195	40
196	9
197	118
198	17
199	151
200	71
201	60
202	52
203	24
204	44
205	118
206	148
207	154
208	34
209	71
210	15
211	54
212	179
213	123
214	52
215	8
216	79
217	50
218	18
219	195
220	118
221	38
222	79
223	33
224	111
225	182
226	52
227	34
228	96
229	34
230	44
231	175
232	32
233	44
234	179
235	57
236	1
237	1
238	151
239	110
240	52
241	114
242	203
243	52
244	65
245	52
246	13
247	52
248	1
249	31
250	229
251	51
252	198
253	16
254	108
255	51
256	162
257	48
258	18
259	8
260	106
261	130
262	51
263	6
264	243
265	69
266	118
267	151
268	91
269	0
270	109
271	211
272	17
273	12
274	52
275	136
276	60
277	96
278	75
279	154
280	1
281	54
282	9
283	137
284	7
285	116
286	106
287	31
288	0
289	0
290	8
291	60
292	243
293	49
294	74
295	52
296	281
297	273
298	69
299	67
300	0
301	79
302	79
303	252
304	183
305	16
306	0
307	151
308	113
309	67
310	162
311	252
312	137
313	40
314	84
315	12
316	118
317	135
318	138
319	250
320	265
321	0
322	20
323	136
324	16
325	51
326	16
327	266
328	12
329	52
330	155
331	52
332	85
333	51
334	31
335	151
336	130
337	298
338	27
339	94
340	254
341	8
342	27
343	140
344	151
345	318
346	40
347	109
348	31
349	145
350	131
351	9
352	244
353	51
354	265
355	229
356	70
357	237
358	77
359	12
360	8
361	6
362	30
363	237
364	52
365	116
366	151
367	137
368	333
369	118
370	234
371	78
372	8
373	60
374	145
375	6
376	111
377	142
378	211
379	6
380	25
381	52
382	52
383	166
384	1
385	50
386	179
387	316
388	52
389	110
390	59
391	110
392	0
393	333
394	218
395	9
396	109
397	248
398	16
399	378
400	145
401	49
402	6
403	398
404	251
405	44
406	194
407	1
408	162
409	16
410	142
411	0
412	61
413	198
414	155
415	292
416	85
417	60
418	8
419	340
420	44
421	106
422	1
423	54
424	233
425	64
426	27
427	59
428	72
429	6
430	6
431	218
432	44
433	192
434	24
435	66
436	290
437	373
438	101
439	275
440	31
441	1
442	237
443	404
444	314
445	8
446	258
447	423
448	417
449	16
450	40
451	281
452	382
453	6
454	349
455	34
456	438
457	74
458	0
459	270
460	44
461	203
462	198
463	318
464	0
465	383
466	40
467	90
468	123
469	51
470	12
471	197
472	97
473	209
474	71
475	85
476	44
477	78
478	220
479	55
480	289
481	147
482	363
483	305
484	94
485	412
486	7
487	334
488	180
489	486
490	16
491	24
492	10
493	105
494	6
495	52
496	123
497	357
498	109
499	194
500	51
501	52
502	51
503	23
504	392
505	243
506	23
507	372
508	50
509	55
510	52
511	6
512	416
513	454
514	356
515	18
516	162
517	111
518	118
519	344
520	194
521	38
522	5
523	232
524	521
525	0
526	340
527	329
528	333
529	509
530	458
531	30
532	246
533	93
534	0
535	151
536	5
537	274
538	27
539	68
540	448
541	441
542	89
543	40
544	52
545	507
546	356
547	12
548	109
549	44
550	502
551	96
552	116
553	279
554	111
555	358
556	538
557	118
558	32
559	93
560	55
561	122
562	352
563	345
564	75
565	52
566	55
567	92
568	78
569	51
570	387
571	481
572	54
573	156
574	209
575	79
576	12
577	279
578	411
579	171
580	136
581	507
582	49
583	279
584	30
585	49
586	6
587	18
588	462
589	557
590	38
591	1
592	439
593	109
594	8
595	298
596	52
597	14
598	117
599	277
600	89
601	71
602	322
603	220
604	246
605	237
606	159
607	571
608	143
609	106
610	2
611	123
612	254
613	257
614	378
615	311
616	67
617	568
618	377
619	355
620	113
621	277
622	47
623	386
624	99
625	395
626	19
627	38
628	333
629	551
630	498
631	9
632	19
633	226
634	49
635	145
636	9
637	151
638	244
639	239
640	395
641	90
642	469
643	24
644	117
645	16
646	237
647	371
648	16
649	321
650	329
651	6
652	40
653	49
654	67
655	336
656	527
657	118
658	75
659	51
660	137
661	0
662	8
663	159
664	532
665	572
666	458
667	0
668	398
669	290
670	12
671	1
672	489
673	32
674	536
675	511
676	122
677	308
678	332
679	40
680	371
681	123
682	410
683	6
684	498
685	0
686	578
687	71
688	12
689	44
690	50
691	298
692	131
693	179
694	16
695	410
696	498
697	256
698	650
699	9
700	201
701	59
702	67
703	72
704	58
705	281
706	614
707	217
708	464
709	404
710	644
711	493
712	154
713	536
714	13
715	538
716	137
717	9
718	315
719	89
720	108
721	79
722	384
723	387
724	415
725	44
726	307
727	55
728	210
729	31
730	1
731	159
732	100
733	610
734	103
735	8
736	11
737	249
738	0
739	460
740	6
741	452
742	5
743	72
744	59
745	387
746	527
747	50
748	365
749	1
750	101
751	568
752	690
753	108
754	50
755	296
756	51
757	42
758	299
759	590
760	395
761	234
762	568
763	9
764	201
765	16
766	420
767	498
768	6
769	132
770	25
771	251
772	44
773	16
774	269
775	594
776	321
777	357
778	381
779	314
780	661
781	9
782	96
783	273
784	628
785	35
786	404
787	349
788	298
789	493
790	518
791	320
792	92
793	327
794	101
795	199
796	340
797	198
798	502
799	480
800	521
801	159
802	69
803	560
804	398
805	299
806	174
807	45
808	551
809	8
810	577
811	141
812	460
813	781
814	410
815	0
816	336
817	12
818	171
819	103
820	353
821	333
822	605
823	0
824	151
825	118
826	210
827	0
828	17
829	57
830	460
831	513
832	155
833	152
834	655
835	71
836	383
837	207
838	40
839	642
840	16
841	618
842	490
843	0
844	6
845	79
846	130
847	766
848	0
849	123
850	16
851	721
852	452
853	321
854	698
855	244
856	836
857	786
858	805
859	18
860	95
861	829
862	165
863	808
864	711
865	498
866	448
867	1
868	538
869	762
870	14
871	0
872	858
873	52
874	849
875	676
876	16
877	6
878	50
879	346
880	529
881	51
882	356
883	557
884	473
885	26
886	50
887	320
888	315
889	112
890	406
891	1
892	656
893	663
894	332
895	753
896	240
897	123
898	217
899	489
900	521
901	809
902	52
903	685
904	122
905	384
906	16
907	72
908	417
909	147
910	50
911	126
912	746
913	454
914	275
915	882
916	105
917	418
918	19
919	130
920	454
921	619
922	811
923	758
924	184
925	372
926	116
927	826
928	579
929	742
930	85
931	473
932	219
933	267
934	448
935	6
936	741
937	344
938	8
939	853
940	93
941	6
942	89
943	298
944	914
945	52
946	105
947	623
948	16
949	233
950	443
951	618
952	707
953	254
954	903
955	51
956	870
957	384
958	797
959	59
960	111
961	29
962	31
963	16
964	38
965	480
966	311
967	243
968	494
969	561
970	304
971	869
972	151
973	737
974	59
975	0
976	220
977	514
978	131
979	540
980	675
981	31
982	130
983	322
984	568
985	864
986	863
987	77
988	633
989	819
990	123
991	840
992	804
993	60
994	25
995	678
996	112
997	630
998	398
999	675
1000	986
1001	637
1002	715
1003	951
1004	20
1005	870
1006	44
1007	15
1008	381
1009	718
1010	213
1011	251
1012	49
1013	656
1014	781
1015	644
1016	8
1017	890
1018	16
1019	257
1020	648
1021	51
1022	108
1023	155
1024	118
1025	239
1026	123
1027	694
1028	387
1029	655
1030	0
1031	23
1032	367
1033	255
1034	147
1035	174
1036	472
1037	141
1038	44
1039	586
1040	754
1041	0
1042	384
1043	8
1044	675
1045	106
1046	126
1047	914
1048	575
1049	185
1050	281
1051	514
1052	854
1053	1
1054	239
1055	454
1056	40
1057	279
1058	6
1059	791
1060	75
1061	345
1062	298
1063	12
1064	52
1065	31
1066	203
1067	1021
1068	1041
1069	11
1070	40
1071	31
1072	201
1073	9
1074	16
1075	193
1076	918
1077	38
1078	527
1079	12
1080	19
1081	334
1082	644
1083	87
1084	49
1085	661
1086	79
1087	1066
1088	800
1089	698
1090	16
1091	142
1092	809
1093	1
1094	101
1095	160
1096	44
1097	696
1098	694
1099	32
1100	145
1101	302
1102	873
1103	939
1104	254
1105	387
1106	67
1107	908
1108	157
1109	395
1110	1069
1111	985
1112	93
1113	301
1114	52
1115	969
1116	25
1117	1024
1118	416
1119	985
1120	356
1121	834
1122	12
1123	358
1124	912
1125	220
1126	2
1127	16
1128	1
1129	516
1130	155
1131	283
1132	760
1133	749
1134	677
1135	387
1136	85
1137	439
1138	359
1139	102
1140	749
1141	675
1142	15
1143	135
1144	194
1145	809
1146	279
1147	411
1148	575
1149	776
1150	568
1151	853
1152	13
1153	433
1154	40
1155	122
1156	71
1157	66
1158	329
1159	59
1160	854
1161	261
1162	23
1163	147
